user_id,session_id,login,logout,view_product,add_product,order_product,confirm_order,pay_order
10200048,faa1b3a33692758ccf4a60d0feeca2d1,1,1,3,0,0,0,0
10953189,22c50c359eef4d4d2c32e83bf6012a39,1,1,2,0,0,0,0
10786077,a1d92acd49dfde272e5dd3a463826afb,1,1,2,2,0,0,0
10370272,c967674532f6c31fbf1aca037e25a0af,1,1,1,0,0,0,0
10142205,cbeef5aa25fbe10eae637011747d3c35,1,1,1,0,0,0,0
10711104,85ed03f5bef5b0d7cb9b942613ca34f1,1,1,2,0,0,0,0
10415153,1b8f0d01d16f0b5d458229af2022c7d0,1,1,2,0,0,0,0
10854046,056d71024297c886ab4bddb03a06e718,1,1,1,0,0,0,0
10407125,181929c9d5d03d3f3c44f716fa38f187,1,1,3,2,0,0,0
10394126,65a1bcdec9613cf815a0e4045cae04df,1,1,2,0,0,0,0
10008277,bf2a0d26f02d33709ed1b6c51030ed7a,1,1,1,1,0,0,0
10228197,1308a6e39328f491bc8a729f9d9d4130,1,1,1,0,0,0,0
10518065,44c812981d4b5e72ca65df4f309e1476,1,1,1,0,0,0,0
10193109,bd8cd6c78088b8a63167d0f09616015f,1,1,1,0,0,0,0
10414012,38dba763699161f174ccb6e31393e168,1,1,3,0,0,0,0
10282134,3a78a4cbc78086351eef136260655635,1,1,3,0,0,0,0
10911135,4f80d01cd32b766d40cdaf75e51f45ff,1,1,1,0,0,0,0
10854046,c1b3cfa0151dcb4f413afa8b3686f0d1,1,1,1,0,0,0,0
10488078,4758f0b823802ef5413c7672d6cf6ab6,1,1,1,0,0,0,0
10934241,40ab4f37b7b72cef747449fc747c50fc,1,1,2,0,0,0,0
10566173,b26765bf7d8e87b8f7918bd15609af66,1,1,4,0,0,0,0
10674188,64999f97897f97b22e4acd0c376c76ef,1,1,2,1,0,0,0
10864086,5a04c017ff4b1c6156d70555004cf46c,1,1,2,0,0,0,0
10851056,eb8d0553d531c0f68016bc1ac626ac83,1,1,2,0,0,0,0
10333149,c8b02bd41d13ae396396d5a0ffc276fa,1,1,1,0,0,0,0
10333149,6f2b1cb22799b4ad78fd536f57a27570,1,1,3,2,0,0,0
10224016,6511b2852a906a58ececb1d1172e18e7,1,1,2,0,0,0,0
10156075,59b5ac855127f2cbdb34aeedb82c761d,1,1,4,0,0,0,0
10057064,ebadef3be35f1410505fef63862ad593,1,1,2,0,0,0,0
10109032,76f7560b8acda39c9a172e8ffbc28fa5,1,1,2,2,1,1,0
10430004,203a0e1b70a06b45b3a048950b70fe96,1,1,1,0,0,0,0
10488078,6005b6104bd4a0a4317e4d2fdc585157,1,1,1,0,0,0,0
10414256,09d7fa952383176e299e7a2a1b5a8814,1,1,2,0,0,0,0
10069124,3cfb43d0f3138c6014cb9677a7712126,1,1,2,0,0,0,0
10162095,e08aefe80c52b8ce5e523c91585b1e3e,1,1,5,0,0,0,0
10488031,fae6b284c583a3b9a2c640c5848449b0,1,1,2,0,0,0,0
10803025,017f08a10ee0171f277104e6de998cbc,1,1,2,0,0,0,0
10265021,7fd8d1ccf0d3d258bdd04021aa6ba2b9,1,1,3,0,0,0,0
10430079,f802ea4877baad4cc09a91f929e7d7a7,1,1,1,2,1,0,0
10518065,87efe8c2a6e9f49720d42dee2d0ee184,1,1,1,1,0,0,0
10606033,3acf7ddadc078cb909b1f89efc6702a3,1,1,3,0,0,0,0
10095024,45852e254d05f7152ac0cdf60aa2bb2b,1,1,3,2,1,1,1
10963007,2214247cf80ad44f4e4f23d0516d8f6d,1,1,1,0,0,0,0
10803025,cbf68d70195f8f693a1003d2c6779068,1,1,3,1,0,0,0
10676119,c64e3fdfd0e49095b511b143efa7b729,1,1,2,2,0,0,0
10491057,dd937efee131e01739c4668157d8e96f,1,1,2,0,0,0,0
10803025,6503a3779865d3e79f5a331535b34ba2,1,1,3,0,0,0,0
10284020,c218e3dabc9dd0bbe0d20543972fb293,1,1,2,0,0,0,0
10854046,d553d619743b9ec91f6fa8789cd2d567,1,1,1,0,0,0,0
10210140,62a24725f02f055cd0437eb34b244754,1,1,3,3,1,0,0
10676119,59089e5262300eff4303f0b71eb98410,1,1,4,0,0,0,0
10210140,f3f19e900d0cb86d4f844ab0856f3ac7,1,1,3,0,0,0,0
10488031,5dbdd566991910bdd287cf65700ff1cd,1,1,4,0,0,0,0
10415153,2cf58d489ebac450b51915fbcb78e6d9,1,1,3,0,0,0,0
10200048,27de8e7ce0b0b38022b8d276446e0f08,1,1,4,0,0,0,0
10725055,70273b7ad12d39933208785c3fe52cd6,1,1,2,0,0,0,0
10488031,0e8f2de708efa7da43cd063bc925ae1a,1,1,4,0,0,0,0
10518065,b7ee13a9920cb6144119ce3bce246f83,1,1,4,0,0,0,0
10491057,bb0e887f35c4cd5df97a1e3bc02ece2d,1,1,4,0,0,0,0
10246159,7ebe5d12c8a3c0476042a9867b4fb7b2,1,1,2,1,0,0,0
10156075,d604e7f3046caf6b68550d8e8282ad91,1,1,2,0,0,0,0
10588131,1efedcf0ae9acb02fa8a56b453f147be,1,1,2,0,0,0,0
10069124,7ea29984539934403ed12b26724db8c5,1,1,2,0,0,0,0
10154036,611b681b0c594123f33abcef149987ae,1,1,4,0,0,0,0
10504155,392afbb47ff3fc208f395a8f4faf56bd,1,1,2,3,1,0,0
10246159,b4835f27c28bcc0bba8c8b402b77a6d7,1,1,2,0,0,0,0
10546011,e82a319e8d71618ad21f7c433efd8e15,1,1,3,2,1,0,0
10504087,d82d498bb6aa54ef230c0cb6a910ad95,1,1,4,0,0,0,0
10954073,bf572f454694c5cc8b547a9474e45ff4,1,1,3,0,0,0,0
10659154,2ddea92866a75eaee4689ea27f6f5261,1,1,1,0,0,0,0
10415153,084f309bef339afde232cdc9ae596452,1,1,1,0,0,0,0
10183093,e3cbc13dfc83b0c2951e26de7afffe7b,1,1,3,3,0,0,0
10910080,66505dbe8e1ee56db3e2e5a553f10689,1,1,2,0,0,0,0
10676119,5063eb90834605e365e7cd7f87a524f6,1,1,2,0,0,0,0
10755085,e4ed3f15ca74e5c93942deedc45396ec,1,1,2,0,0,0,0
10827047,fc4b28cbd318ecff34ad5b71688452aa,1,1,1,1,0,0,0
10491057,f5b9df0e7062000e9e233de40c6c70f7,1,1,3,0,0,0,0
10358158,8cf6648c435f2cfbb01c405183136699,1,1,2,2,0,0,0
10371083,61cb2c643c74647a0080e9aaff3764d6,1,1,4,0,0,0,0
10491057,7fd8ed776cf3c2072f92bee156a1017f,1,1,4,0,0,0,0
10095024,55af8bec16b37ee06d0011bafa929fad,1,1,5,0,0,0,0
10838303,28409c32c7d269a05f09c2b1d28d84d3,1,1,1,0,0,0,0
10431144,c64825722e8da7e102a49720ea427937,1,1,1,0,0,0,0
10910080,1588c01c967efe3bb10819db19c3bcb1,1,1,3,0,0,0,0
10109032,f9f8f90f5d57616cfd55124ac4efb132,1,1,5,0,0,0,0
10431144,c1ea8e877180140a1c584b3b778d7e78,1,1,3,0,0,0,0
10566173,9cf6949529586d36dd7fc151f7941539,1,1,4,0,0,0,0
10415153,cb930ce61e5b969cc00c2218d76d2b40,1,1,2,0,0,0,0
10235174,df1bcb0bb5c0d33cddece94d37721377,1,1,2,3,1,0,0
10563092,858408446afa3de40978a8a535745536,1,1,1,0,0,0,0
10335066,898f73c356b4554bbfcdc2f14669bd91,1,1,2,2,0,0,0
10333149,b839ae116b13fae5f20189b08ec79130,1,1,2,0,0,0,0
10882002,537491ed3d3a169c2b1a03c7056567c9,1,1,1,2,1,0,0
10542084,474515c0b38fe7ebfa3fb316183a7eb0,1,1,3,1,0,0,0
10860212,229a0c97b9edeb19b5f4ab4ceee2f595,1,1,2,0,0,0,0
10910080,5417e742f62afb452ea5230d690ca1f0,1,1,4,0,0,0,0
10725055,93646a2d5e996a16df16449b035e4603,1,1,3,1,0,0,0
10491057,f392d43d088ad248729cda42aeca35fa,1,1,2,3,1,1,1
10415153,9d9c7ef7377a8ccc4aa6f5668288fa68,1,1,1,0,0,0,0
10156075,cf858fde191c1cb590f32e944cbc6ab1,1,1,1,0,0,0,0
10907045,346c3ba5b2aa27238ded13433a360c78,1,1,3,2,0,0,0
10990249,7217df4f51c413057e55f65f898de079,1,1,1,0,0,0,0
10504087,4924a8c1143799e5ff6f91e90fd3fbcc,1,1,4,0,0,0,0
10863094,fa8ddff028d111d80ad2fe2fadfc9f5f,1,1,1,0,0,0,0
10687118,f96e96daf1eb3c2f54567a37185cd39c,1,1,1,0,0,0,0
10649196,9c8eeee83e3683f5828ce37d1555bcba,1,1,1,0,0,0,0
10394126,8daa982669bcb0b9c9b5cf04b90b538b,1,1,3,0,0,0,0
10518065,3a6efa9d221dec7fe68dc6c5a951ae7c,1,1,5,0,0,0,0
10029137,07f076684cfe422ee7a77b75cd48701f,1,1,3,0,0,0,0
10431144,3605bc30c73864f8026fa486924c039b,1,1,1,0,0,0,0
10057064,24810e68eae93ab175cd7e0844232e3b,1,1,3,0,0,0,0
10863094,5ac0835c21f0d1e36ca468d174d99204,1,1,1,0,0,0,0
10385006,81256280d49b4cba3c64a9295cafa2e3,1,1,1,0,0,0,0
10156063,282f2026718bd69284b36998a21a6647,1,1,2,0,0,0,0
10257169,7f2b22dfcad430d68083acb78e752206,1,1,1,1,0,0,0
10763054,c9c7dbdb4ed3a695999757aef6e2712d,1,1,3,0,0,0,0
10684071,cae8c0245a046487d99261843a52c3c2,1,1,4,0,0,0,0
10711104,c8a05d90cc1d4e3eb386c4cd711e6fe3,1,1,3,1,0,0,0
10093157,6f533adb8ded77a7b853ad1eefebc82c,1,1,1,0,0,0,0
10628150,8d5dffb2d0a44531ce9398f30b07005f,1,1,1,2,1,0,0
10257169,f4f01d353d067865155b7404bae7f0bb,1,1,1,1,0,0,0
10606030,1d5ff84220bd00843d09aba27599de09,1,1,1,0,0,0,0
10566307,903e27d206e2ad9be0a240623bc0c52e,1,1,1,0,0,0,0
10114240,e0df6ec503d9247e49f9544acc6eb60c,1,1,1,0,0,0,0
10394126,b7f4fe03bcc4966183e062b8c8ccb28b,1,1,2,0,0,0,0
10414012,6d0e41b48d994980539c9c3d1847023b,1,1,2,0,0,0,0
10277283,874e4959972fab8577069d3c175d3b07,1,1,1,0,0,0,0
10210140,9e57259ea547c94cc81dba7aa6c803a9,1,1,1,0,0,0,0
10425072,aaeb03a218e5196f87475cbb2cdc2e33,1,1,4,0,0,0,0
10237091,cd7d1991582aea934996f3a61c752cb8,1,1,1,0,0,0,0
10379061,a471c9babceee19294ab42e9c28f51d4,1,1,3,0,0,0,0
10541022,8ad4dbf7237327cb220bb26d634697bc,1,1,3,0,0,0,0
10095024,53756db2e889e74cc5f6e8bcbf05a94b,1,1,4,3,0,0,0
10394126,512ee314bf87a264385f95bc7743683a,1,1,2,0,0,0,0
10910080,26ddef30f5f5a19b31ac59f3f4d23642,1,1,1,0,0,0,0
10514108,09f3008d41e7c02b1dc7028ca6a92f9f,1,1,3,0,0,0,0
10546011,1fd7cf3fce64cb1fa8d49aa08c8d14a4,1,1,2,0,0,0,0
10711104,97aa42b6b7af9cccea357dc55089d402,1,1,5,4,0,0,0
10563092,7f2820065ef587d095497a884847eaab,1,1,4,2,1,0,0
10566173,431b0d6a43ef5cea6f5d69f5c9fb592e,1,1,3,0,0,0,0
10518065,aadbe4da6b6bb474edebbd762554a752,1,1,4,0,0,0,0
10518065,ad928287a251cb5ab0ff98511726b815,1,1,1,0,0,0,0
10619162,1e8d609e3eb473593fdcd35a93797d10,1,1,1,0,0,0,0
10156063,b0ac2ceb0333d9305858854f470d9be0,1,1,1,0,0,0,0
10370272,2e2fabb51de98557aa41ddb4737362de,1,1,2,0,0,0,0
10005035,b33e498dc816f6b0e68a0c0a89a3c04c,1,1,1,0,0,0,0
10514108,c37e9539649b7190cd7a96a6f6fb456a,1,1,2,0,0,0,0
10109032,7f2fae324b4a7a23cdb727299f2b174e,1,1,4,0,0,0,0
10504087,21d523d62b290ca78f1388ec6b995fb1,1,1,3,3,1,1,1
10425072,d3027fceafc474412aca5ff67d703f42,1,1,2,0,0,0,0
10087070,4e3f2d9011fbc99fe1325c942ab56a41,1,1,2,0,0,0,0
10095024,ccfd91490951cc8fcb0a2cc62ee2e4a6,1,1,4,0,0,0,0
10544292,505bbcd9accc781c34a1a1c67436d454,1,1,1,0,0,0,0
10005035,72a1aa00f23809ce59c4614cc088632e,1,1,2,0,0,0,0
10702014,e47ebf4bc55ad8d4407169b17e5d2407,1,1,2,0,0,0,0
10410062,2004434fb457d104ca8593ad239c2a8e,1,1,2,0,0,0,0
10402015,f6200549e311ef90460faad4ebc3fcd6,1,1,1,2,1,0,0
10183093,e84b23d1963cc834413a2cd34baaf015,1,1,3,0,0,0,0
10725055,5fd714f3bca84c3e8079925ba3afb7a0,1,1,2,0,0,0,0
10431144,c4e74f559fea0711b4e5e2842738c991,1,1,1,1,0,0,0
10439003,196af99c860fcab238202aaf2537324d,1,1,1,0,0,0,0
10488031,d3cdc1ce9c2473ac52c12b497befe549,1,1,3,0,0,0,0
10775141,106232a947220a7fbe8ba6dfcb1be6d3,1,1,2,0,0,0,0
10532199,90dd399217b89896e795899cc3eac14c,1,1,2,0,0,0,0
10976295,574ffc47ea6e5ac916dd5e2a01b4d6f3,1,1,2,0,0,0,0
10462100,e2d49ec2c66fef6f2e1e8a0652b3a68b,1,1,3,0,0,0,0
10518065,7cdb069e58b8fec1ba6acd3b03fa7462,1,1,1,0,0,0,0
10581286,6646bb4f22cedec31db76170a48663c0,1,1,2,0,0,0,0
10257169,00a4414f42f3720759619dae25fc8b07,1,1,1,0,0,0,0
10407125,a9c2ea1afa1b903d5fc7a2175510a031,1,1,2,0,0,0,0
10585044,0d30d3452daa856ffe9ab346e4040e0f,1,1,1,0,0,0,0
10702014,a836134647a9788fcda251a862f7fb72,1,1,1,0,0,0,0
10293228,fb85cbd56b1e74f2a60a168d940fa5a1,1,1,1,0,0,0,0
10365171,88cfd3f74bacb43f331a4eb5cb3cb65e,1,1,1,0,0,0,0
10069124,29bc63064e8d5fb78761c180fe7caa05,1,1,2,1,0,0,0
10725055,0e313b803e03c9cc897a0694d2db3ca1,1,1,4,0,0,0,0
10786077,99a56d940110699e2d16d021549119f8,1,1,3,0,0,0,0
10200048,be16f5eefaca29df4b3ee459bece068f,1,1,4,2,0,0,0
10923309,221016f02117c8b2aeb1e002bb184469,1,1,1,0,0,0,0
10518065,61d94775b71d27a62da01a3748466f16,1,1,3,0,0,0,0
10200048,1fb509d30b3033d4613caa3353a7f281,1,1,1,2,1,0,0
10335066,2242015d3c27e17aca24785bbdb7180e,1,1,3,0,0,0,0
10528088,37f99e0dde323cc04679de207c7f9ef5,1,1,4,0,0,0,0
10229253,1e9f5732b3518aa1ea508a7f8ac82e8e,1,1,2,0,0,0,0
10156063,2ada2ad4b0554bec51753d508847870b,1,1,3,2,1,0,0
10509058,8e671c166229da1ea221969d6a41272b,1,1,2,0,0,0,0
10659154,d5eaf6a65c08299a68c3de672abae082,1,1,2,0,0,0,0
10488031,c4791debd744e3588f4f56860e357eb2,1,1,3,0,0,0,0
10394126,b91b83c7cb25f49b99421f05c47ec0ee,1,1,2,0,0,0,0
10282134,0dfbd27574e767670d69550784a6c30e,1,1,1,0,0,0,0
10379061,20e6c4bb8b3e85b1b7186c8762a7426e,1,1,2,0,0,0,0
10882037,e07d5ea5dbe99f2ac568aa267fc35368,1,1,1,2,1,1,0
10963007,a6e401f1d36fee4b3c550c1cb2194955,1,1,2,0,0,0,0
10095024,7be0f844c293a4e67d0632ca31fb610a,1,1,4,0,0,0,0
10619162,e6f37737ab3f566406d2b84115ee5097,1,1,3,0,0,0,0
10698019,02cfc07294794cb44129246abb419ad8,1,1,1,0,0,0,0
10676119,195a926c56326340df665671db483a84,1,1,3,0,0,0,0
10554038,f966d532aef080f9cfaf0078455a73fc,1,1,2,0,0,0,0
10911135,649780c74e6f595caea888904f9723e4,1,1,1,0,0,0,0
10371083,ff51cd0e0a61c760ee0d58c6989064f4,1,1,3,1,0,0,0
10755085,afc0002076944da9f987a9c644627e36,1,1,3,0,0,0,0
10087070,d83bacdee1d9359991469039c98fbb06,1,1,1,0,0,0,0
10333282,bd6d19ea8db5da6ad3c6dde60b9efd6f,1,1,1,0,0,0,0
10604076,b9ecbcaab3faba0aecacad6aa52c3a21,1,1,1,0,0,0,0
10095024,1f84e573dea243be40189b7e007b4cf9,1,1,2,0,0,0,0
10606030,ada117417d5c28ccf140b5406f2424af,1,1,1,0,0,0,0
10162095,d7b6e16a9132e52c4198af54dd9bb8ad,1,1,4,1,0,0,0
10430079,65ae707159088a730f56e87b5cce4624,1,1,4,3,1,1,1
10095024,a55475fc84d8162d54259eaa35534c3d,1,1,2,0,0,0,0
10333149,5dc710205c7013f20af5f65b28924673,1,1,1,2,1,0,0
10851056,3d80b93a5a4eb5f5299f34cea257e691,1,1,3,0,0,0,0
10087070,044f6bf4f49ee5d277e276c843b1f3ec,1,1,2,0,0,0,0
10566173,7764bbda1b1c9ee65a71cea48c8272da,1,1,1,1,0,0,0
10235174,fd4f83397cc3c7fe07590c3a36b1a9ca,1,1,2,0,0,0,0
10488078,cfe555eaf0001709dcb4eaa2243bb5e4,1,1,1,0,0,0,0
10744082,b56783adbd22c317a8a7c0294c6db95f,1,1,1,0,0,0,0
10518065,71564ef611b4bb2215ea78db100ceb43,1,1,2,1,0,0,0
10095024,62e0c11e85053b9ecf14cac9802d3d71,1,1,4,0,0,0,0
10676119,f7b324ef97fc6374157cf07412f9f0b8,1,1,2,0,0,0,0
10410062,b6d259ba3bee3f7629289f43e98a21e5,1,1,2,0,0,0,0
10335066,68a4cceb0a5ae53833e53ae60017b0d4,1,1,3,0,0,0,0
10827047,dd0c5d86ac9487f66560c10fe0f165be,1,1,2,0,0,0,0
10109032,b086c69b06ef587a1fb4c6a4908843db,1,1,2,3,1,1,1
10333149,f47f3102174b5ce15099ef3778bb68f2,1,1,1,0,0,0,0
10335066,64b1640966be26285bb64de984aed124,1,1,2,0,0,0,0
10093157,7dd2a537b7d759ef157466d3b7b2a20a,1,1,2,0,0,0,0
10604101,fa8a3cef7279fa75d9a0fb6d5ba6fff5,1,1,3,0,0,0,0
10907045,5e26f17f02fbbbac19352fe6dcebe42e,1,1,2,0,0,0,0
10854046,e5ee84b556357a01e6fcf8c71e6f18a5,1,1,2,0,0,0,0
10735273,18daec5ae7c9c172bcba99d9e0f74b7d,1,1,1,0,0,0,0
10095024,53606a1facf93a6e7d8f805c198f36b6,1,1,2,0,0,0,0
10425072,84cb7a6b75907f479e37595d4c09d774,1,1,3,0,0,0,0
10542084,c20970dc00f69cbb0e12b58dfab5227b,1,1,1,0,0,0,0
10224016,4bac181cd286b32e26186c4bc5fcb4da,1,1,1,0,0,0,0
10235174,1956990069467c52705ee0d8a651304a,1,1,1,2,1,0,0
10333149,f40ea736caed3286cf40fe5279bd7a4c,1,1,2,0,0,0,0
10376039,b6271a4ed3b7278a3d719246d999a247,1,1,1,0,0,0,0
10394126,921cfbf125fd25c5ca106c305237d315,1,1,3,0,0,0,0
10048170,ea44aa290151882e9f0de7081322f08c,1,1,1,0,0,0,0
10265021,60c942b430d0ece5b1c8c28c36130493,1,1,2,1,0,0,0
10095024,f50edfe28795e5989ff54bdcf8aab368,1,1,3,0,0,0,0
10488031,4caf5887c6b108afb11db544fd1ed855,1,1,2,0,0,0,0
10995145,f0924d5b661dc9220900b825752c7bd6,1,1,2,0,0,0,0
10156063,ba65afb00c6cf917faebb5af84c446ee,1,1,3,0,0,0,0
10193109,26ccf52c47a1fbf015c7f9f713940ff7,1,1,2,0,0,0,0
10154036,7bed2b4df95e259f3887218aed1d49f7,1,1,4,1,0,0,0
10504087,9cb609f3341a139f1bb526020539545a,1,1,3,0,0,0,0
10861042,4268af807aadf84fd403b089e409158b,1,1,1,0,0,0,0
10711104,e0a9216d0a3f9761d55d02ba0c6b94b3,1,1,4,0,0,0,0
10491057,67dcde30417cbbdc8f7afec99fae40b7,1,1,1,0,0,0,0
10431144,1c3d16a69176b5201dfec96a6f7c4c2f,1,1,3,0,0,0,0
10247069,d4c660e43cae9d7ab32edf96ef9fc78c,1,1,1,0,0,0,0
10671138,89e2a618da5fe89734d29f4f35ff79da,1,1,1,0,0,0,0
10068114,eb1e23fe2095929078621510114d5bd7,1,1,1,0,0,0,0
10822121,5ca83fd5cd3c74856426f74745caa566,1,1,1,0,0,0,0
10504087,14f86bcda5e498a89b692792835e2910,1,1,2,0,0,0,0
10048170,51306adda32e28c176447148f7f1c094,1,1,1,1,0,0,0
10093157,bb29278bfa84492d5149f84884dc3af6,1,1,1,0,0,0,0
10048170,8d0a75f819ac35aaad556e76f8fd6ee5,1,1,3,0,0,0,0
10900113,7f262d728894439a47c521e20c700557,1,1,1,0,0,0,0
10282134,08c927855a08dfbb326ecc8092eb1d02,1,1,1,1,0,0,0
10177172,6be032389a53e26e0370382bc6adeaac,1,1,1,0,0,0,0
10619162,0ede9e77e1af41c862181627d749478d,1,1,1,0,0,0,0
10220142,32c379c5b16aab4d21f8d81f8d8e9465,1,1,1,0,0,0,0
10383013,15be9d729d0ad182c72e2c6328224e0f,1,1,1,0,0,0,0
10424132,4c656582d47a68524a81b4c98fbfc2c2,1,1,1,0,0,0,0
10566173,aebf8566e5b19ef37001047229d01357,1,1,1,0,0,0,0
10430079,ff1cabba6153f64a81e96c1eb40a71bb,1,1,1,1,0,0,0
10684071,8c6abfd8086fb8223cc941d8b9e16b5e,1,1,2,0,0,0,0
10057064,355eea8dfa1ea5137d2fd4b75e210ce3,1,1,2,0,0,0,0
10698275,b09c3bb9e4e1ac5a6fa5147c35afc4a2,1,1,1,0,0,0,0
10566173,79df82449ba94ccda2525ec0f753fa10,1,1,2,0,0,0,0
10563092,97c201f828763be99e1bfccd524a631b,1,1,1,0,0,0,0
10430079,a38a2ea6f55e95515da70afc111b2f12,1,1,2,2,1,1,1
10410062,2cfb3340b07066b4be458991bc86856e,1,1,2,0,0,0,0
10425072,42129eee1d19eccf81f7797fdd20558c,1,1,4,1,0,0,0
10684071,8adaaca163ef5caba52061a31c596da2,1,1,2,2,0,0,0
10851056,0773bdd90d97b592145bbb697d901882,1,1,3,2,1,1,0
10029137,27aa0b2428ec3e31001a1a664767bb7c,1,1,2,0,0,0,0
10598029,46659dac706e4c983b6976cd072eaea7,1,1,2,2,0,0,0
10755085,2f3be64b8e089fab555e4acfb59c02a2,1,1,3,0,0,0,0
10514108,4e51444338eb4394a1e00b293e9fc951,1,1,3,0,0,0,0
10156075,7efedbaaf647d97a2fa9ba81c04cb6b9,1,1,2,0,0,0,0
10528088,a9efa1f5473b74abd25361b53538ff61,1,1,2,0,0,0,0
10862164,b14552cb39db11c3ff40f082e7ed1822,1,1,2,0,0,0,0
10907045,1105d932d75dd0068ac2801e83286035,1,1,1,0,0,0,0
10604076,271d528279376e2c29857c42c2ca3626,1,1,2,2,1,0,0
10414012,9fdc2f14a40196b15792598f13263e90,1,1,2,0,0,0,0
10606030,f59ea47da3f799fd56209184f6fa5fb9,1,1,2,0,0,0,0
10095024,7ad7d363339d1f60469359aa6027311c,1,1,3,2,0,0,0
10775141,6c95fd26e2a7e77e03db9720d0de2fc1,1,1,3,0,0,0,0
10045308,54056612eaa1113e91e9af7a8851d917,1,1,1,0,0,0,0
10779213,ab09cfe8684acc7f52ae0f6c86e4813a,1,1,1,0,0,0,0
10864086,f05a4112964b666fddcc89d8544d2a91,1,1,3,0,0,0,0
10430079,db9c109232a58c46a8819c49964c1e89,1,1,5,2,1,1,0
10109032,ff3fe03d724fd799247fbf6d9b0055c9,1,1,1,1,0,0,0
10154036,0b1ad6bb3a8285d9254f0a94039dee5e,1,1,2,0,0,0,0
10676119,898c4286974060625be3d7879552fb62,1,1,1,1,0,0,0
10335066,9d7a97b68ae2691f478f4bdda36bd3c4,1,1,2,2,0,0,0
10687118,10c39d0c7e09e3c4b71aede865efcf1d,1,1,2,0,0,0,0
10491057,779463f5aae3d8c9f435c9369ad0e40c,1,1,1,0,0,0,0
10619162,1c5370fc5118b8e18300177be7052cb2,1,1,1,0,0,0,0
10431144,00c1b2d8e10f6789bb66a7499f5ac348,1,1,2,2,0,0,0
10755085,b11a8f5aa87ad27a081607b12abf3416,1,1,1,0,0,0,0
10193109,06bbae28c46a61a6aafcec70f4ba765a,1,1,1,2,1,0,0
10606033,eaab3385385796b6f497b8ecf0857807,1,1,3,0,0,0,0
10488078,8a6e18385d1e7eb296fd055a0260afb6,1,1,2,2,0,0,0
10671138,81ff23dea4266e2e9864a573b8e47a37,1,1,1,1,0,0,0
10358158,bb97a97494e1d0c73a7cd3e635b954f4,1,1,2,1,0,0,0
10200048,581dbdae7029239c34ecc55e084a23b7,1,1,2,0,0,0,0
10162095,c8548e5d1cda0b5ba50c29844b415dd1,1,1,2,0,0,0,0
10636034,1f99f9cf25fbfc9ad3c3a58f66773ea5,1,1,2,2,0,0,0
10598029,f879e78acfb54c655b5013430399103c,1,1,3,0,0,0,0
10763054,9148ba6be722cc810fb9c605369771f5,1,1,2,0,0,0,0
